valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,cluster_label
0.665,1938,0.944,"['Gunter Neumann', 'Theo Lingen', 'Werner Oehlschlaeger']",0.623,196123,0.276,0,2rxWD9BO1n9PPaboxU4bwY,6e-05,5,0.122,-18.106,1,Der Schallplattenverkäufer,0,1938-03-15,0.88,76.365,7
0.168,1992,0.0873,['Lee Greenwood'],0.299,191600,0.422,0,623lYBOJ7bLwh1bu3yeN5V,0.0,5,0.182,-9.977,1,God Bless The U.S.A.,60,1992-01-01,0.0285,67.797,16
0.895,1979,0.301,['ABBA'],0.701,311000,0.879,0,18BxnxbC0zEOL7OVq9Zm9k,0.000914,9,0.123,-4.68,1,If It Wasn't For The Nights,51,1979,0.0383,105.642,10
0.836,1952,0.964,"['Bohumil Kulínský', 'Dětský sbor Čs. rozhlasu']",0.778,39931,0.426,0,3JRmGlf7u5WQIOYWjShmbU,0.5379999999999999,2,0.5770000000000001,-11.951,1,Já Mám V Levé Noze,5,1952,0.186,132.16899999999998,0
0.488,1972,0.0378,['Stephen Stills'],0.339,255107,0.604,0,2hT4goeyKFW4vppxHDYh8p,0.000156,2,0.304,-10.98,1,Move Around,22,1972,0.0371,117.293,1
0.0352,2011,0.988,['C418'],0.487,124000,0.00692,0,2FD2StPTst6uMJF7cHBbP0,0.95,2,0.141,-26.324,0,Excuse,55,2011-03-04,0.0338,85.973,17
0.889,1962,0.8029999999999999,['Dee Dee Sharp'],0.682,148560,0.5589999999999999,0,5GSt4D4PbevDpd6pUwqnxW,9.83e-06,1,0.0388,-5.797999999999999,1,I Will Follow Him,12,1962-01-01,0.0345,121.731,0
0.643,1966,0.0192,['The Rolling Stones'],0.601,166907,0.564,0,73KkCUGr4DTHUuEPfiAB21,0.000168,4,0.325,-7.109,0,Mother's Little Helper - Mono,20,1966-01-01,0.0274,101.295,5
0.5720000000000001,1988,0.778,"['Antônio Carlos Jobim', 'Elis Regina']",0.649,211627,0.321,0,4VhGrvG7RTngmMKydcyZXH,0.0,3,0.0943,-16.750999999999998,1,Águas De Março,26,1988-01-01,0.128,143.719,11
0.0898,1946,0.92,"['Igor Stravinsky', ""L'Orchestre de la Suisse Romande"", 'Ernest Ansermet']",0.25,249747,0.189,0,67Ta2ZuHpIk08mbd7M3MqP,0.0404,7,0.121,-14.9,1,Petrouchka - Version 1911 - Scene 2: Petrouchka's Room,0,1946-01-01,0.0446,74.821,3
0.698,1936,0.989,['Roy Acuff'],0.831,162867,0.245,0,1jZ0hAKR9qAh7tmD8e8FTl,0.0792,4,0.138,-11.13,1,Freight Train Blues,2,1936,0.0416,137.08700000000002,0
0.706,1962,0.841,['Quincy Jones'],0.67,334278,0.529,0,6e7iLmwoX1VKuDTupYtBDK,0.69,2,0.128,-11.372,1,Chega De Saudade (No More Blues),27,1962-01-01,0.0386,106.592,8
0.823,2005,0.52,['Los Fabulosos Cadillacs'],0.753,260387,0.47,0,7mPx5N0Yg9s5U0Cd13WA8q,0.000167,9,0.422,-5.053,1,Calaveras y Diablitos,59,2005-07-19,0.0539,92.228,16
0.952,1978,0.0969,['The Rolling Stones'],0.609,262240,0.902,0,6tlgU3cCXeTZtmaP46a66k,0.00558,2,0.327,-4.282,1,Do You Think I Really Care,22,1978-06-09,0.0273,146.733,10
0.0983,2001,0.477,['Michael W. Smith'],0.3229999999999999,400800,0.34,0,1qxDqbzmWODOkr0Ja5Iotz,6.670000000000001e-05,9,0.622,-11.013,1,Agnus Dei - Live,47,2001,0.0308,135.842,9
0.7040000000000001,1956,0.748,['Miles Davis Sextet'],0.527,203989,0.4,0,7dZgQCRrrgbMOUfxJAjcpO,0.000211,8,0.116,-11.542,1,Would'n You,15,1956-01-01,0.0293,75.961,0
0.555,1994,0.014,['Bon Jovi'],0.482,232933,0.904,0,65RcvcnNgiCOQ0MBD16Up0,6.02e-06,7,0.0937,-4.815,1,Runaway,43,1994-10-18,0.0655,152.268,12
0.966,1928,0.988,['Louis Armstrong & His Hot Seven'],0.8390000000000001,201360,0.333,0,5PgCZL8sufqg88EelURzxt,0.865,10,0.0913,-13.316,1,Knee Drops,4,1928,0.102,106.661,8
0.809,1928,0.987,['Ignacio Corsini'],0.507,122427,0.277,0,1t0wu1FYAOyFrAaHT0Oqmk,0.00364,8,0.126,-18.817,1,Vieja Milonga - Remasterizado,0,1928-06-20,0.189,75.881,0
0.7809999999999999,2005,0.0964,['Reik'],0.684,217385,0.65,0,1neSvFc8QotDXOJtXY7b8M,0.0,2,0.0975,-5.2970000000000015,1,Yo Quisiera,55,2005-05-24,0.0399,77.98,10
0.743,1967,0.354,['The Temptations'],0.594,190040,0.632,0,6mdLen2d7jtAzDig0GgKKA,0.0,10,0.153,-12.076,1,All I Need,26,1967-07-17,0.0291,98.121,16
0.758,1989,0.62,['Jim Croce'],0.7390000000000001,153320,0.308,0,6QbeFXU8mlDJxicr7lfJcO,0.0,4,0.436,-14.942,0,Shopping for Clothes - Live,32,1989-01-01,0.468,112.197,5
0.742,1949,0.918,['Pérez Prado'],0.526,186840,0.489,0,2S6tXkJep1pprNZqMnt4VU,0.863,7,0.087,-13.382,1,El Manisero,19,1949,0.0564,94.422,8
0.8370000000000001,1985,0.495,['Johnny Ventura y su Combo'],0.632,231080,0.657,0,7JdehBHmyGuEZQ15zrVd8V,1.13e-05,2,0.0875,-8.698,0,Vamos Pa'l Campo,27,1985,0.0949,114.997,5
0.682,2020,0.133,"['Future', 'Lil Uzi Vert']",0.83,186847,0.735,1,2LyYvjkKkchY8JXKu6m5Ri,0.0,5,0.216,-5.23,1,Bankroll,55,2020-11-13,0.301,139.93200000000002,19
0.765,1969,0.243,['Tommy James & The Shondells'],0.63,229197,0.292,0,6NWD6siQErobvmydHcmhCw,7.37e-05,9,0.484,-13.263,1,Crystal Blue Persuasion (45 Version),42,1969,0.0389,99.348,16
0.228,2020,0.0389,['King Von'],0.802,232693,0.481,1,4gfwOcBc4H5cl6wVBGu7h2,0.0,1,0.1369999999999999,-7.564,1,How It Go,66,2020-08-28,0.0733,127.968,19
0.5329999999999999,1927,0.99,"['Orchestre Piero Coppola', 'Louis Musy', 'José De Trévi', 'Piero Coppola']",0.468,207160,0.132,0,4U4z1JcAL4f3E4YYitRyMX,0.0,2,0.4,-16.702,1,Carmen : Acte III - Je suis Escamillo (Duo),0,1927,0.236,95.824,3
0.5329999999999999,1954,0.99,"['Jean Giono', 'Taos Amrouche']",0.608,274947,0.165,0,0XkNqqrMwS6jHFxyZNalrK,0.0032,11,0.147,-20.224,0,Le cheval de Carpentras,0,1954,0.921,70.914,7
0.292,2010,0.0203,['Lee Brice'],0.535,217387,0.725,0,6Ozp6ac86CSHMik8lbvJuM,1.4499999999999992e-05,10,0.176,-5.1080000000000005,1,Love Like Crazy,63,2010-06-08,0.0275,78.48899999999998,12
0.813,1979,0.0921,['CASIOPEA'],0.512,266560,0.8340000000000001,0,6JqDvkuehHaeyndeGmLrRt,0.815,0,0.101,-7.661,1,スワロー,25,1979,0.0829,153.086,15
0.187,1979,0.915,['Triumph'],0.5660000000000001,184480,0.16,0,5t5qkVDlEIXAcqupBOWPev,1.54e-06,2,0.1,-15.821,0,Suitcase Blues,23,1979-03-30,0.0424,79.217,14
0.6779999999999999,1954,0.342,['Percy Faith & His Orchestra'],0.476,115333,0.664,0,0JfgJZloQt3SOscpIiqN3H,0.901,0,0.292,-11.151,1,"Zubbediya, Samaris' Dance",1,1954,0.0358,127.149,8
0.5429999999999999,1950,0.96,"['Leonard Bernstein', 'Ben Steinberg', 'Peter Pan Cast Orchestra', 'Jean Arthur']",0.701,104120,0.106,0,0Dq2AtFKWaLxz1Ev2t2IPp,0.0,1,0.696,-18.856,0,Peter Pan (Remastered): The Lost Boys,0,1950,0.506,81.832,7
0.607,1998,0.393,['Los Temerarios'],0.6509999999999999,244693,0.5529999999999999,0,5scw7DWTRzsKzeA05QtCQB,0.00691,2,0.154,-10.1,1,Por Que Te Conocí,60,1998-06-01,0.0269,88.095,16
0.826,1973,0.7290000000000001,['The Spinners'],0.382,249733,0.727,0,5i0urffBRKl09GSX2Jhdeh,0.0,9,0.196,-6.6770000000000005,0,Could It Be I'm Falling in Love,60,1973,0.0861,207.265,11
0.5660000000000001,1970,0.00163,['Grand Funk Railroad'],0.495,314533,0.792,0,7cm9Mr6OeMENmwNumYxOdR,0.0011,0,0.0595,-7.8,1,Nothing Is The Same - Remastered,29,1970,0.0467,99.302,1
0.8190000000000001,1970,0.11,['The Supremes'],0.748,167733,0.856,0,1SeFF7qCfZaLUFzZAq962O,0.0101,0,0.0606,-8.904,1,Na Na Hey Hey Kiss Him Goodbye,22,1970-10,0.0354,118.361,10
0.972,1948,0.732,['Bill Carlisle'],0.531,115032,0.591,0,4Q6FfE5tUI3lS4fn29GZNT,0.0,9,0.6829999999999999,-16.154,1,No Help Wanted (Live),0,1948,0.054,115.562,0
0.905,1940,0.94,"['Rita Ampatzi', 'Giorgos Anestopoulos']",0.555,198800,0.555,0,2RUC3GcehdiEUuj7UmQ8JP,4.63e-05,1,0.177,-6.4460000000000015,0,Xoriatopoula,0,1940-01-01,0.0482,115.498,18
0.526,2016,0.118,['Omar Ruiz'],0.768,198059,0.475,0,7HknH3ckpTv3MddyeuXDTo,0.000423,9,0.217,-8.833,0,Me Gusta Lo Verde,54,2016-04-20,0.0605,108.521,5
0.0686,1966,0.7609999999999999,"['William Walton', 'Itzhak Perlman', 'John Williams', 'Boston Pops Orchestra']",0.114,238907,0.116,0,6pJZ6ah8d9fQmZJrBB5JPL,0.154,11,0.18,-23.2,0,"Touch Her Soft Lips and Part (From ""Henry V"")",24,1966,0.0402,92.748,14
0.178,1936,0.993,['Dhirendranath Das'],0.403,195333,0.139,0,1BoYZ0lVTzEw4HFu4bp6RC,9.34e-05,11,0.157,-13.106,1,Ogo Tora Ke Jabi Pare,0,1936-12-01,0.0474,66.288,3
0.415,1935,0.6729999999999999,"['Sinclair Lewis', 'Frank Arnold']",0.7140000000000001,217562,0.212,0,4dXASDa6MXbijQQ0waFcNK,0.0,7,0.286,-20.421,1,"Das ist bei uns nicht möglich, Kapitel 114",0,1935,0.951,117.586,7
0.8340000000000001,2004,0.129,"['Terror Squad', 'Remy', 'Fat Joe', 'Dre', 'Armageddon']",0.81,210840,0.794,1,25fqrbEPDnqe9Bf8RLL7an,0.0,11,0.0524,-4.848,0,Take Me Home,48,2004-01-01,0.205,131.06,19
0.809,1947,0.414,['Willie Dixon'],0.797,366733,0.431,0,5xSBTdaKgLE0qJTUBWKo0t,0.0359,0,0.138,-16.457,1,Back Door Man,37,1947,0.0625,109.893,10
0.726,1990,0.00223,['Modern English'],0.53,235933,0.647,0,78ocJAEFOYKVjYgXZ8fggD,0.485,0,0.454,-11.220999999999998,1,I Melt With You - Rerecorded,56,1990-01-01,0.0327,154.81799999999996,1
0.3670000000000001,1999,0.00328,['Blaque'],0.867,306693,0.42,0,1Pqv7l6vxjBxd5fx4bWchC,3.18e-06,1,0.0887,-9.478,1,808,50,1999-05-28,0.1669999999999999,121.66,10
0.359,2014,0.63,"['Eric Clapton', 'John Mayer']",0.54,222693,0.234,0,3mMN8rHE21NfjgyRIFx7xu,0.141,0,0.0957,-15.193,1,Magnolia (feat. John Mayer),50,2014-07-29,0.0424,73.876,16
0.948,1986,0.222,['Paul Simon'],0.7240000000000001,151120,0.77,0,1x44b9WUQCferJvgKd2kGi,0.76,0,0.0437,-7.859,1,Crazy Love - Demo,41,1986-08-12,0.0362,125.472,10
0.604,2008,0.481,['Rex Williams'],0.664,193000,0.6809999999999999,0,0Ky98GMSlZQdctbAhU3I0Z,0.0232,7,0.225,-7.457999999999997,1,You Are My Heart,49,2008-05-12,0.0366,97.501,16
0.0723,1967,0.364,['John Barry'],0.182,194107,0.174,0,5mVmZVnRoJ8QZTqdcG7EtZ,0.8240000000000001,10,0.114,-15.054,1,Mountains And Sunsets,26,1967-01-01,0.0384,113.119,17
0.329,1954,0.544,['Thelonious Monk Trio'],0.495,167480,0.611,0,3eKURx7U4L0FxQOoZMRNv5,0.166,8,0.327,-8.416,1,"Trinkle, Tinkle",3,1954,0.0296,71.429,3
0.476,1940,0.965,['Kalanidhi Rathin Ghosh'],0.295,198627,0.346,0,2L2W1PS5nc3fftA4UCyTev,0.0,1,0.141,-12.177,0,Radhar Ki Holo Antare Byatha,0,1940-12-01,0.0585,82.39200000000002,3
0.763,2017,0.171,['Blake Shelton'],0.348,183640,0.87,0,609qKv3KPAbdtp0LQH2buA,4.4e-06,4,0.202,-5.86,1,I'll Name the Dogs,65,2017-11-03,0.1369999999999999,83.39200000000002,1
0.0,1946,0.986,"['George Frideric Handel', 'The Liverpool Philharmonic Orchestra', 'Sir Malcolm Sargent']",0.0,38600,0.0732,0,1GSbNqhEjZdE08fbcO2OeG,0.0827,9,0.16,-21.423,1,"Messiah, HWV 56, Pt. 3: Behold, I tell you a mystery - Accompagnato",0,1946,0.0,0.0,14
0.706,1982,0.865,['Orchestra Baobab'],0.574,417600,0.379,0,7ggShewo0Cv1aDgzSsb9lg,0.0161,11,0.112,-15.444,1,Ray M'bele,38,1982-01-01,0.0465,81.843,16
0.753,1971,0.805,['John Hartford'],0.664,136333,0.354,0,0aLvn31cmUcmhtSnbty3iS,0.0,5,0.356,-13.323,1,Turn Your Radio On (II),19,1971,0.0286,109.011,0
0.236,2020,0.123,['Trevor Daniel'],0.784,159382,0.43,0,2rRJrJEo19S2J82BDsQ3F7,0.0,10,0.0887,-8.756,0,Falling,79,2020-03-26,0.0364,127.087,13
0.51,1989,0.262,['Operation Ivy'],0.42,102107,0.947,1,4rpfA2rFOC7FMGxFNktB0i,6.52e-05,5,0.416,-4.269,1,Knowledge - 2007 Remaster,52,1989,0.119,92.027,4
0.196,1999,0.000446,['Racer X'],0.29,260920,0.938,0,6z6hCyOaWbqYKAlgeA6U3d,0.89,4,0.545,-7.0820000000000025,0,Technical Difficulties,45,1999-12-08,0.108,120.488,15
0.184,1968,0.45,['Pink Floyd'],0.308,276853,0.375,0,4bnu1f2cbv0YYJrPeV4dIF,0.0252,2,0.207,-10.787,1,See-Saw,35,1968-06-29,0.028,83.23299999999998,3
0.964,1988,0.7509999999999999,"['Adam Gussow', 'Sterling Magee']",0.536,35973,0.229,0,3yRZJl2bKOzKCncwEVMXMS,0.0,4,0.629,-24.76,1,Freedom For My People - Excerpt,36,1988-10-10,0.0537,148.165,0
0.591,2004,0.363,['Spoon'],0.725,160747,0.662,0,0ZXmGxjtSWLD1KO8IRRuIg,5.3e-06,9,0.125,-5.819,0,The Way We Get By,44,2004-03-30,0.0291,75.009,5
0.476,1948,0.968,"['Igor Stravinsky', 'Columbia Symphony Orchestra']",0.393,119347,0.387,0,24TbMOqpWPZPydL56Ibgwc,0.927,0,0.222,-17.405,1,"Le sacre du printemps: Part 1 ""Adoration of the Earth"", Games of the Rival Clans",0,1948,0.0494,150.69299999999996,8
0.826,1970,0.0694,['The Moody Blues'],0.593,202813,0.7509999999999999,0,26eDzzv2c0OQe8sBi6uAUV,1.33e-05,9,0.102,-10.564,1,It's Up To You - Original Mix,22,1970-08-07,0.0345,122.788,10
0.0388,1980,0.0296,['U2'],0.356,207613,0.401,0,7hfTLwbibton2MkSsxoDf9,0.0795,6,0.114,-10.218,1,Into The Heart - Remastered 2008,32,1980-10-20,0.0352,122.491,12
0.8640000000000001,1968,0.638,['Etta James'],0.69,128147,0.588,0,5JU928QYZ8pB9VHuWzbx69,0.0,7,0.0232,-7.164,1,Just A Little Bit,29,1968-04-18,0.0632,115.752,10
0.314,2002,0.346,"['Juan Gotti', 'South Park Mexican', 'Ronnie Spencer']",0.785,247667,0.459,1,537HmLcT2Qf5x4W7Z4AxZ7,0.0,5,0.333,-8.472999999999999,0,Fear No Evil,46,2002-07-09,0.0857,94.822,19
0.774,1991,0.0326,['Naughty By Nature'],0.848,271067,0.838,0,3voxsfqnGr9V74jkkzPhXC,4.63e-06,4,0.124,-11.949000000000002,0,O.P.P,62,1991-09-03,0.0723,97.735,5
0.927,1956,0.638,['Tennessee Ernie Ford'],0.866,143840,0.6409999999999999,0,1izTDXQLw48IT4UK6QvrLy,0.0,10,0.0528,-5.787999999999999,1,False Hearted Girl,6,1956-03-05,0.0519,111.324,0
0.8420000000000001,2004,0.8909999999999999,['Tex Beneke'],0.404,115696,0.182,0,7DKjnQH7yeCUPXX88Hh12p,0.000429,1,0.0732,-13.295,1,A Wonderful Guy,51,2004,0.069,204.163,11
0.21,2002,0.6779999999999999,['10cc'],0.394,368227,0.6629999999999999,0,1A6Kwtsg3JWKU2KWM2udpM,0.00156,4,0.212,-11.117,1,I'm Not In Love,61,2002-01-01,0.0601,133.464,12
0.609,1940,0.954,['Giorgos Kavouras'],0.561,195907,0.431,0,4ZY74T0AlsZdMDnpqrstKL,0.91,3,0.146,-14.965,1,Peraiotissa tsaxpina,0,1940-01-01,0.0374,107.661,8
0.404,2004,0.8809999999999999,['Ricardo Arjona'],0.444,250880,0.266,0,7FdAQ7CXm9yS4DBtIKopLi,0.0,9,0.146,-9.001,1,Te Conozco,55,2004,0.0366,130.43,16
0.47,1975,0.636,['Cecilio & Kapono'],0.531,254200,0.26,0,1n2DuHaJ9XdMDoMdRQA2pX,0.0,7,0.136,-16.652,1,Home (And I'm Staying This Time),22,1975,0.0377,121.626,3
0.235,1978,0.7909999999999999,['Todd Rundgren'],0.57,218440,0.397,0,5iMGkgvuX8bLLzVuZPAv79,0.00017,0,0.0789,-8.93,0,Can We Still Be Friends?,24,1978,0.0389,172.547,18
0.6759999999999999,1940,0.976,['Wilmoth Houdini'],0.64,186985,0.294,0,2Ud4ur2SnjfQ7fE5RMU8vi,0.00143,11,0.421,-12.828,1,"Rum and Coca-Cola, Pt. 1",1,1940-01-01,0.0464,146.13299999999995,0
0.508,1995,0.0836,['Queen'],0.449,289813,0.908,0,1CKo7tzWiPzIGXc28DrABh,0.0,8,0.0965,-6.134,1,I Was Born To Love You - 2011 Remaster,47,1995-11-06,0.0868,139.079,12
0.12,1960,0.975,['Bill Evans Trio'],0.358,323000,0.139,0,6eAlKiRSXda4XYMSJQIzLw,0.917,2,0.077,-17.883,0,Blue In Green - Album Version - (take 3),23,1960,0.0427,65.491,17
0.358,2018,0.0299,['J. Cole'],0.691,218954,0.487,1,0bhnUFDQFCEHCBlsQfHnj5,0.0,1,0.0868,-6.416,1,Photograph,63,2018-04-20,0.268,104.98,19
0.858,1975,0.00177,['Fleetwood Mac'],0.607,167840,0.5670000000000001,0,0qjfjKFoP7LaqLI2KI9M1Q,0.000151,0,0.212,-15.728,1,Monday Morning,59,1975-07-11,0.0302,106.495,10
0.62,1944,0.991,['Zohrabai Ambalawali'],0.456,195853,0.179,0,5fmDn6oC26dW4zTNClGSxD,0.902,9,0.178,-17.730999999999995,1,Bhole Musafir Itna To Jaan Le,0,1944-12-01,0.168,165.856,8
0.76,1971,0.936,['Marvin Gaye'],0.532,228693,0.442,0,3sQHg5ctFkcZ21IxdMVNro,0.23,2,0.133,-12.937,0,Flyin' High (In The Friendly Sky) - Detroit Mix,27,1971-05-21,0.0322,109.965,18
0.457,2014,0.326,['Witt Lowry'],0.664,294819,0.601,1,67HRSCGK3ZQIxb3Spr1cHQ,0.0,1,0.286,-10.829,1,Kindest Regards,61,2014-08-02,0.273,118.005,19
0.445,1951,0.951,['Carlos Di Sarli'],0.469,210010,0.284,0,2HaOWQNN23RnRNTK5XVA7p,6.66e-06,2,0.32,-8.896,1,No me pregunten por qué,10,1951-03-05,0.0511,113.547,3
0.4,1978,0.441,"['The Blues Brothers', 'Joe Gastwirt']",0.4920000000000001,107760,0.934,0,5yGzKkwFTQmVkV6PKSj2Ak,0.00224,0,0.935,-8.912,1,Opening: I Can't Turn You Loose - Live,43,1978-11-01,0.347,95.927,9
0.596,1963,0.7120000000000001,['Johnny Mathis'],0.5760000000000001,160933,0.446,0,4birtz6xpQe6cwGSbtQqJM,0.0,1,0.329,-11.815,1,A Marshmallow World,32,1963-10-04,0.0397,114.645,0
0.7140000000000001,1958,0.978,"['Wolfgang Amadeus Mozart', 'Glenn Gould']",0.364,222653,0.238,0,0TA0ekdWMVVl4ilwZb9qtq,0.892,10,0.112,-19.921,1,"Piano Sonata No. 3 in B-Flat Major, K. 281: III. Allegro",15,1958,0.0371,104.583,8
0.292,2011,0.00188,['Simon Curtis'],0.5770000000000001,260000,0.773,0,0kW7NQraFEyAhXqaE4cZG0,0.0522,1,0.0809,-2.879,1,Flesh,55,2011-06-07,0.0766,130.001,1
0.122,1976,0.0159,['KISS'],0.426,315693,0.957,0,5SafRd0rQPUTFQyotdkWWa,0.0157,0,0.836,-8.027999999999999,0,Detroit Rock City - 2012 Remix,34,1976-03-15,0.192,91.08,9
0.452,2017,0.106,"['Linkin Park', 'Pusha T', 'Stormzy']",0.6970000000000001,211413,0.84,0,650OeHTLxZAQmb4aEbGmaA,0.0,9,0.748,-4.602,0,Good Goodbye (feat. Pusha T and Stormzy),64,2017-05-19,0.054,128.034,9
0.217,1935,0.991,['Jean Moscopol'],0.232,201561,0.183,0,7AuwonvLWP0sier4YRWFYS,0.00159,3,0.118,-14.541,1,"Îți mai aduci aminte, doamnă ?",0,1935-01-01,0.0357,170.173,3
0.433,1950,0.995,['Rajkumari'],0.623,207819,0.0754,0,0whwanG9abZIhZKUs7CVWr,0.799,10,0.105,-15.139,0,Tum Deepak Ho Main Hoon Patanga,0,1950-12-31,0.0827,74.143,8
0.524,1934,0.968,"['Πέτρος Κυριακός', 'Νίτσα Λαζαρίδου']",0.625,94407,0.386,0,5aN1ppt1YZEhNJWxhfN6pS,2.04e-06,4,0.374,-12.58,1,Πρόοδος,0,1934-01-01,0.578,100.26,7
0.8340000000000001,1986,0.653,['Bill Bruford'],0.4,214333,0.507,0,0DKvzig7rwfWTZ0gvb0Zfx,0.8420000000000001,5,0.0684,-15.689,1,Hell's Bells,31,1986-01-01,0.0367,92.539,8
0.579,1989,0.113,['The Spencer Davis Group'],0.499,176067,0.75,0,3yobZXbEQQJq7wBazWGDVg,0.205,7,0.387,-7.24,1,Gimme Some Lovin',40,1989-01-01,0.0353,147.516,12
0.505,1970,0.7440000000000001,['Elton John'],0.593,257307,0.546,0,4UhrY4619OAy9Kg76Bdrli,0.0,8,0.0813,-9.07,1,Into The Old Man's Shoes,27,1970-10-30,0.0303,130.27,16
0.154,2000,0.5589999999999999,['*NSYNC'],0.5379999999999999,242200,0.6,0,4gN0iElPYMBkb8TtctY2MB,0.0,0,0.134,-5.67,1,I Don't Wanna Spend One More Christmas Without You,36,2000-11-14,0.0335,148.114,1
0.5710000000000001,1985,0.0217,['Dokken'],0.552,260093,0.816,0,6x4KvNzBNTRmwBKvuNH0hc,0.0,4,0.105,-9.821,1,In My Dreams,45,1985-11-19,0.0593,121.851,1
0.86,1972,0.0496,['Cymande'],0.703,354840,0.732,0,7fPkyP1sSREtcdfkP9kFeX,0.307,10,0.111,-8.724,0,Rickshaw,34,1972,0.0351,121.315,5
0.926,1974,0.514,['Johnny Jenkins'],0.642,205093,0.653,0,2jigzHqXdUlpAlmSeaVSeU,0.0268,0,0.371,-8.613,1,Down Along The Cove,36,1974-01-01,0.0289,97.37,10
0.142,2019,0.134,['Loote'],0.32,202600,0.5,0,4vsAUbPb6q9FpC4AGBFdVh,0.0,3,0.108,-7.979,1,tomorrow tonight,66,2019-06-14,0.0994,91.361,1
0.934,1976,0.148,['Lou Rawls'],0.691,266200,0.718,0,6OylYIXrIH2E3hgg7Dqz5M,4.71e-05,2,0.108,-8.457,1,You'll Never Find Another Love Like Mine,60,1976,0.0317,110.621,10
0.377,1991,0.0246,['Slowdive'],0.269,249493,0.604,0,58LwagSpbHNBrIr6kyb0cD,0.816,4,0.0724,-6.303999999999999,1,Celia's Dream,37,1991,0.0306,142.465,15
0.962,2000,0.185,['Ludacris'],0.914,275907,0.794,0,0uWxEqglIY3eZV3jvinn66,0.0,9,0.0741,-3.897,1,What's Your Fantasy,36,2000-01-01,0.175,140.128,10
0.6579999999999999,1958,0.9,['Judy Garland'],0.486,221560,0.382,0,7e5hWckgQgEXEkKdrqwvaq,0.0,7,0.133,-11.140999999999998,1,Zing! Went The Strings Of My Heart,22,1958-11-03,0.0553,141.936,0
0.3229999999999999,1981,0.616,['Earl Thomas Conley'],0.632,191280,0.308,0,2kPA4clZYYrB9Cb7Uzh5YG,5.43e-06,7,0.11,-14.736,1,Holding Her and Loving You,28,1981,0.0309,125.93,16
0.682,1972,0.384,['Ohio Players'],0.502,263053,0.6759999999999999,0,5XcSCmKLfrlBTJLQYW08cL,3.33e-05,5,0.346,-9.046,0,Players Balling (Players Doin' Their Own Thing),22,1972-02-01,0.285,174.582,5
0.975,1944,0.995,['Munni'],0.708,193881,0.415,0,3WXNU1veswfHuS3cR2ePQT,0.695,10,0.161,-8.368,1,Bhabhi Bhaiya Ko Dhamkaye,0,1944-12-31,0.363,62.352,8
0.7120000000000001,1956,0.787,['Otis Rush'],0.795,140387,0.417,0,2xEJwPW31QBAhgvgIeRcze,0.0018,9,0.16,-10.637,1,Sit Down Baby,12,1956,0.0722,134.954,0
0.225,2018,0.341,"['Post Malone', 'Swae Lee']",0.672,194560,0.7170000000000001,1,5VuxWXbt7XENQCtE9TzpTv,2.4e-05,1,0.106,-2.714,1,Spoil My Night (feat. Swae Lee),70,2018-04-27,0.034,160.981,4
0.696,1928,0.995,['Francisco Canaro'],0.802,168000,0.259,0,4Oarq0TKcKFdfNd6JqQFNg,0.831,4,0.116,-13.738,0,Cambié de Rumbo - Instrumental (Remasterizado),0,1928-09-21,0.143,114.576,8
0.872,1978,0.156,['Frankie Valli'],0.82,207307,0.464,0,5Vrczz39CvlD3OGCa6utoA,0.0,11,0.101,-8.45,1,Grease - 2007 Remaster,64,1978,0.0481,109.374,16
0.629,1968,0.456,['Etta James'],0.601,161640,0.591,0,6NHPTrW2SdGU5mcgyuomUH,0.000109,2,0.217,-7.066,1,The Same Rope,27,1968-04-18,0.0367,116.237,10
0.413,1996,0.0634,['Cowboy Junkies'],0.574,202133,0.331,0,55vSla6QaemcnQxSanXjMh,0.256,0,0.333,-13.527,0,A Common Disaster,42,1996-01-01,0.0301,125.644,5
0.611,1959,0.768,['Donald Byrd'],0.416,398253,0.622,0,70DpSoJwVQVTM3y3oy027D,0.000147,5,0.159,-7.805,0,Fuego - Rudy Van Gelder Edition/2005 Remaster,13,1959,0.0957,164.261,18
0.419,1940,0.989,"['Sheela', 'Paresh Banerjee']",0.342,191621,0.103,0,379PLtlTEqeCXXA3Ny1Lf6,0.0137,10,0.122,-12.882,1,Bairi Milan Na De Sajan,0,1940-01-01,0.0389,74.806,3
0.343,1958,0.88,['Dean Martin'],0.612,181627,0.144,0,5OkKOkdVTKFrYi6GWXkMzR,0.0,6,0.203,-12.204,0,Volare (Nel Blu Di Pinto Di Blu) - Remastered,65,1958,0.0352,128.629,18
0.8240000000000001,1995,0.275,['Industria del Amor'],0.64,212400,0.5489999999999999,0,2FPS82xiS3IiE792Q7ktSP,0.0015,11,0.36,-11.107,1,Siempre Te Voy A Querer,40,1995-01-01,0.0331,117.704,16
0.71,1988,0.525,['Eros Ramazzotti'],0.71,251867,0.33,0,0kz3GgE2wVAw7o5p8FeUdO,0.0,11,0.205,-14.683,1,Completamente Enamorados,46,1988,0.0373,136.766,16
0.407,1969,0.356,['Bob Dylan'],0.52,197093,0.179,0,4uYwlMp841PLJmj1gJJwIq,0.00344,11,0.131,-21.976,0,"Lay, Lady, Lay",65,1969-04-09,0.0454,155.746,5
